,ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
8332,004604.OF,富国新活力A,富国基金,中国建设银行,混合型,20170601,,,20170426,,1.6511,0.6,0.1,,1.0,0.01,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,灵活配置型,契约型开放式,,20170831,20170831,O
8333,004605.OF,富国新活力C,富国基金,中国建设银行,混合型,20170601,,,20170426,,,0.6,0.1,,1.0,0.01,,中债综合全价指数收益率*80%+沪深300指数收益率*20%,L,灵活配置型,契约型开放式,,20170831,20170831,O
8334,003933.OF,银华5年期地方债C,银华基金,中国工商银行,债券型,20170601,20191128,,20170512,,1.0701,0.26,0.08,,1.0,0.001,,中证5年期地方政府债指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20170622,20170622,O
8335,003932.OF,银华5年期地方债A,银华基金,中国工商银行,债券型,20170601,20191128,,20170512,,1.0001,0.26,0.08,,1.0,0.001,,中证5年期地方政府债指数收益率*95%+银行活期存款利率(税后)*5%,D,被动指数型,契约型开放式,,20170622,20170622,O
8336,001879.OF,长城创业板指数增强A,长城基金,中国工商银行,股票型,20170601,,,20170427,,3.9811,1.0,0.15,,1.0,0.1,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20170703,20170703,O
8337,004050.OF,华夏新锦升A,华夏基金,中国建设银行,混合型,20170531,,,20170522,,2.0003,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,20170707,20170707,O
8338,004051.OF,华夏新锦升C,华夏基金,中国建设银行,混合型,20170531,,,20170522,,,0.6,0.1,,1.0,500.0,,沪深300指数收益率*50%+上证国债指数收益率*50%,L,灵活配置型,契约型开放式,,,,O
8339,003994.OF,华富货币B,华富基金,中国建设银行,货币市场型,20170531,,,,,,0.33,0.1,,1.0,,,人民币一年期银行定期储蓄存款利率(税后),L,货币型,契约型开放式,,20170531,20170531,O
8340,002203.OF,国泰睿信平衡,国泰基金,中国银行,混合型,20170526,20180328,,20170224,,4.2025,1.2,0.25,,1.0,0.01,,中证综合债指数收益率*60%+沪深300指数收益率*40%,D,平衡型,契约型开放式,,20170531,20170531,O
8341,004502.OF,中银如意宝A,中银基金,招商银行,货币市场型,20170526,,,20170418,,2.5003,0.25,0.05,,1.0,0.01,,活期存款利率(税后),L,货币型,契约型开放式,,20170612,20170612,O
8342,004503.OF,鹏华永泰18个月,鹏华基金,招商银行,债券型,20170525,,,20170327,,2.0648,0.3,0.13,,1.0,0.001,,中债总指数收益率,L,债券型,契约型开放式,,20181126,20181126,O
8343,004227.OF,泰信鑫利A,泰信基金,中国银行,混合型,20170525,,,20170424,,2.0474,1.2,0.2,,1.0,0.1,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20170705,20170705,O
8344,004228.OF,泰信鑫利C,泰信基金,中国银行,混合型,20170525,,,20170424,,2.5445,1.2,0.2,,1.0,0.1,,中证全债指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,,20170705,20170705,O
8345,0001341.OF,信诚理财28日盈A,中信保诚基金,中国银行,货币市场型,20170525,20200723,,20170516,,3.2415,0.27,0.08,,1.0,0.01,,活期存款利率(税后),D,货币型,契约型开放式,,20170526,20170622,O
8346,0001351.OF,信诚理财28日盈B,中信保诚基金,中国银行,货币市场型,20170525,20200723,,20170516,,3.6768,0.27,0.08,,1.0,500.0,,活期存款利率(税后),D,货币型,契约型开放式,,20170526,20170622,O
8347,003765.OF,广发创业板ETF联接A,广发基金,中国工商银行,股票型,20170525,,,20170427,,0.2254,0.15,0.05,,1.0,0.001,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170619,20170619,O
8348,004481.OF,华宝第三产业A,华宝基金,中国工商银行,混合型,20170525,,,20170407,,2.0009,1.5,0.25,,1.0,0.01,,沪深300指数收益率*55%+上证国债指数收益率*45%,L,灵活配置型,契约型开放式,,20170824,20170824,O
8349,004514.OF,鹏华新科技传媒,鹏华基金,中国银行,混合型,20170525,20190904,,20170328,,2.1777,1.5,0.25,,1.0,0.1,,中证TMT产业主题指数收益率*80%+中证综合债指数收益率*20%,D,灵活配置型,契约型开放式,,20170602,20170602,O
8350,003766.OF,广发创业板ETF联接C,广发基金,中国工商银行,股票型,20170525,,,20170427,,0.0304,0.15,0.05,,1.0,0.001,,创业板指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,,20170619,20170619,O
8351,004182.OF,建信瑞福添利A,建信基金,招商银行,混合型,20170525,20210309,,20170424,,1.501,0.8,0.2,,1.0,0.001,,中债综合全价(总值)指数收益率*70%+沪深300指数收益率*30%,D,混合型,契约型开放式,,20170717,20170717,O
8352,004468.OF,建信瑞福添利C,建信基金,招商银行,混合型,20170525,20210309,,20170424,,3.2553,0.8,0.2,,1.0,0.001,,中债综合全价(总值)指数收益率*70%+沪深300指数收益率*30%,D,混合型,契约型开放式,,20170717,20170717,O
8353,004363.OF,东方臻悦纯债A,东方基金,中国邮政储蓄银行,债券型,20170525,20180417,,20170303,,0.0529,0.3,0.1,,1.0,0.0001,,中债总全价指数收益率,D,债券型,契约型开放式,,20170622,20170622,O
8354,004364.OF,东方臻悦纯债C,东方基金,中国邮政储蓄银行,债券型,20170525,20180417,,20170303,,1.9749,0.3,0.1,,1.0,0.0001,,中债总全价指数收益率,D,债券型,契约型开放式,,20170622,20170622,O
8355,004699.OF,前海联合汇盈货币A,新疆前海联合基金,中国邮政储蓄银行,货币市场型,20170525,,,20170522,,0.0016,0.15,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20170602,20170602,O
8356,004700.OF,前海联合汇盈货币B,新疆前海联合基金,中国邮政储蓄银行,货币市场型,20170525,,,20170522,,2.1,0.15,0.05,,1.0,500.0,,活期存款利率(税后),L,货币型,契约型开放式,,20170602,20170602,O
8357,002424.OF,博时文体娱乐主题,博时基金,中国建设银行,混合型,20170525,,,20170321,,2.0667,1.5,0.25,,1.0,0.01,,中证800媒体指数收益率*50%+中证800服务指数收益率*30%+上证国债指数收益率*20%,L,混合型,契约型开放式,,20170627,20170627,O
8358,004196.OF,泓德裕鑫纯债A,泓德基金,中国工商银行,债券型,20170524,,,20170410,,4.1004,0.5,0.12,,1.0,0.0001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20180524,20180524,O
8359,002740.OF,泓德裕泽纯债A,泓德基金,中国工商银行,债券型,20170524,,,20170327,,4.2048,0.5,0.12,,1.0,0.0001,,同期中国人民银行公布的一年期定期存款基准利率(税后)+1%,L,债券型,契约型开放式,,20180524,20180524,O
8360,004197.OF,泓德裕鑫纯债C,泓德基金,中国工商银行,债券型,20170524,,,20170410,,0.0007,0.5,0.12,,1.0,0.0001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,,20180524,20180524,O
8361,004384.OF,平安添益C,平安基金,平安银行,债券型,20170524,20171226,,20170221,,1.7911,0.3,0.1,,1.0,0.001,,中证综合债指数收益率*90%+沪深300指数收益率*10%,D,债券型,契约型开放式,,20170623,20170623,O
8362,002741.OF,泓德裕泽纯债C,泓德基金,中国工商银行,债券型,20170524,,,20170327,,0.0007,0.5,0.12,,1.0,0.0001,,同期中国人民银行公布的一年期定期存款基准利率(税后)+1%,L,债券型,契约型开放式,,20180524,20180524,O
8363,004383.OF,平安添益A,平安基金,平安银行,债券型,20170524,20171226,,20170221,,0.8,0.3,0.1,,1.0,0.001,,中证综合债指数收益率*90%+沪深300指数收益率*10%,D,债券型,契约型开放式,,20170623,20170623,O
8364,004205.OF,东方支柱产业,东方基金,中国建设银行,混合型,20170524,,,20170424,,4.0422,1.5,0.25,,1.0,0.0001,,沪深300指数收益率*60%+中债总全价指数收益率*40%,L,灵活配置型,契约型开放式,,20170622,20170622,O
8365,004423.OF,华商研究精选,华商基金,交通银行,混合型,20170524,,,20170417,,2.1308,1.5,0.25,,1.0,0.0001,,中证800指数收益率*65%+上证国债指数收益率*35%,L,灵活配置型,契约型开放式,,20170626,20170626,O
8366,004392.OF,工银瑞信瑞利,工银瑞信基金,招商银行,债券型,20170524,20190523,,20170222,,2.1959,0.6,0.2,,1.0,0.001,,两年期银行定期存款收益率(税后)*1.2,D,债券型,契约型封闭式,,,,O
8367,001968.OF,光大尊盈半年A,光大保德信基金,宁波银行,债券型,20170523,,,20170320,,35.0009,0.5,0.1,,1.0,,,中债总全价指数收益率,L,债券型,契约型开放式,,20171123,20171123,O
8368,004528.OF,长盛盛通纯债A,长盛基金,平安银行,债券型,20170523,20180502,,20170513,,1.1002,0.3,0.1,,1.0,0.01,,中债综合指数(全价)收益率,D,债券型,契约型开放式,,20170620,20170620,O
8369,004529.OF,长盛盛通纯债C,长盛基金,平安银行,债券型,20170523,20180502,,20170513,,1.0004,0.3,0.1,,1.0,0.01,,中债综合指数(全价)收益率,D,债券型,契约型开放式,,20170620,20170620,O
8370,001969.OF,光大尊盈半年C,光大保德信基金,宁波银行,债券型,20170523,,,20170320,,0.1,0.5,0.1,,1.0,,,中债总全价指数收益率,L,债券型,契约型开放式,,20171123,20171123,O
8371,001989.OF,南方纯元C,南方基金,招商银行,债券型,20170523,,,20170426,,0.0032,0.3,0.1,,1.0,0.1,,中债信用债总指数收益率,L,债券型,契约型开放式,,20170815,20170815,O
8372,001988.OF,南方纯元A,南方基金,招商银行,债券型,20170523,,,20170426,,6.0034,0.3,0.1,,1.0,0.1,,中债信用债总指数收益率,L,债券型,契约型开放式,,20170815,20170815,O
8373,003129.OF,景顺长城景盈汇利C,景顺长城基金,中国银行,债券型,20170523,20171113,,20170419,,2.6615,0.7,0.2,,1.0,0.001,,中证综合债券指数收益率*90%+沪深300指数收益率*10%,D,债券型,契约型开放式,,20170606,20170606,O
8374,003128.OF,景顺长城景盈汇利A,景顺长城基金,中国银行,债券型,20170523,20171113,,20170419,,1.6837,0.7,0.2,,1.0,0.001,,中证综合债券指数收益率*90%+沪深300指数收益率*10%,D,债券型,契约型开放式,,20170606,20170606,O
8375,003939.OF,南方荣尊C,南方基金,中国工商银行,混合型,20170522,,,20170424,,3.3371,0.6,0.15,,1.0,0.1,,中债综合指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20180522,20180522,O
8376,003938.OF,南方荣尊A,南方基金,中国工商银行,混合型,20170522,,,20170424,,1.9002,0.6,0.15,,1.0,0.1,,中债综合指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,,20180522,20180522,O
8377,004120.OF,国富安享,国海富兰克林基金,交通银行,货币市场型,20170522,,,20170515,,4.3004,0.2,0.05,,1.0,0.0001,,同期七天通知存款利率(税后),L,货币型,契约型开放式,,20170619,20170619,O
8378,004651.OF,长信利丰E,长信基金,中国农业银行,债券型,20170519,,,,,,0.7,0.2,,1.0,,,中证全债指数*90%+中证800指数*10%,L,稳健增长型,契约型开放式,,20170519,20170519,O
8379,004429.OF,南方文旅休闲,南方基金,中国农业银行,混合型,20170519,20200115,,20170417,,2.9523,1.5,0.25,,1.0,0.1,,中证全指酒店休闲指数收益率*40%+中证全指媒体指数收益率*40%+上证国债指数收益率*20%,D,灵活配置型,契约型开放式,,20170609,20170609,O
8380,001789.OF,国泰量化收益A,国泰基金,招商银行,混合型,20170519,,,20170220,,2.0217,1.0,0.2,,1.0,0.01,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,,20170612,20170612,O
8381,004555.OF,南方和元A,南方基金,平安银行,债券型,20170519,,,20170425,,5.0039,0.3,0.1,,1.0,0.1,,中债信用债总指数,L,债券型,契约型开放式,,20170815,20170815,O
8382,004556.OF,南方和元C,南方基金,平安银行,债券型,20170519,,,20170425,,0.0034,0.3,0.1,,1.0,0.1,,中债信用债总指数,L,债券型,契约型开放式,,20170815,20170815,O
8383,004450.OF,嘉实前沿科技,嘉实基金,中国建设银行,股票型,20170519,,,20170417,,11.6819,2.0,0.25,,1.0,0.001,,中证800指数收益率*80%+中债总财富指数收益率*20%,L,股票型,契约型开放式,,20170704,20170704,O
8384,003737.OF,新华鑫裕,新华基金,中国工商银行,混合型,20170519,20170817,,20170424,,2.0203,0.65,0.15,,1.0,0.01,,沪深300指数收益率*60%+中国债券总指数收益率*40%,D,灵活配置型,契约型开放式,,20170522,20170522,O
8385,004711.OF,交银丰泽收益C,交银施罗德基金,中信银行,债券型,20170519,20171027,,,,,0.8,0.15,,1.0,,,中债综合全价指数,D,债券型,契约型开放式,,20170519,20170519,O
8386,004595.OF,天弘天盈,天弘基金,平安银行,混合型,20170518,20180420,,20170502,,9.2883,0.6,0.1,,1.0,0.001,,沪深300指数收益率*50%+中证综合债指数收益率*50%,D,灵活配置型,契约型开放式,,20170619,20170619,O
8387,000548.OF,鹏华聚财通,鹏华基金,广发银行,货币市场型,20170518,,,20170512,,3.4917,0.27,0.05,,1.0,,,活期存款利率(税后),L,货币型,契约型开放式,,20170522,20170522,O
8388,004403.OF,平安股息精选A,平安基金,中国银行,股票型,20170517,,,20170330,,1.9188,1.5,0.25,,1.0,0.01,,沪深300指数收益率*35%+恒生指数收益率(使用估值汇率折算)*35%+中证综合债券指数收益率*30%,L,股票型,契约型开放式,,20170623,20170623,O
8389,004272.OF,中融量化小盘A,中融基金,中国银行,股票型,20170517,20200517,,20170417,,1.2037,1.2,0.25,,1.0,0.01,,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,D,股票型,契约型开放式,,20170616,20170616,O
8390,004273.OF,中融量化小盘C,中融基金,中国银行,股票型,20170517,20200517,,20170417,,0.0167,1.2,0.25,,1.0,0.01,,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,D,股票型,契约型开放式,,20170616,20170616,O
8391,004193.OF,招商中证500指数增强C,招商基金,中国银行,股票型,20170517,,,20170306,,2.0802,1.2,0.15,,1.0,0.0001,,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20170526,20170526,O
8392,004483.OF,泰达宏利港股通优选C,泰达宏利基金,中国银行,股票型,20170517,20191128,,20170410,,0.8484,1.5,0.25,,1.0,0.0001,,恒生指数收益率(经人民币汇率调整)*95%+人民币活期存款利率*5%,D,股票型,契约型开放式,,20170707,20170707,O
8393,004482.OF,泰达宏利港股通优选A,泰达宏利基金,中国银行,股票型,20170517,20191128,,20170410,,1.7896,1.5,0.25,,1.0,0.0001,,恒生指数收益率(经人民币汇率调整)*95%+人民币活期存款利率*5%,D,股票型,契约型开放式,,20170707,20170707,O
8394,004192.OF,招商中证500指数增强A,招商基金,中国银行,股票型,20170517,,,20170306,,1.2489,1.2,0.15,,1.0,0.0001,,中证500指数收益率*95%+同期银行活期存款利率(税后)*5%,L,增强指数型,契约型开放式,,20170526,20170526,O
8395,004166.OF,东方价值挖掘A,东方基金,中国民生银行,混合型,20170517,,,20170427,,2.001,0.7,0.1,,1.0,0.0001,,沪深300指数收益率*60%+中债总全价指数收益率*40%,L,灵活配置型,契约型开放式,,20170703,20170703,O
8396,004404.OF,平安股息精选C,平安基金,中国银行,股票型,20170517,,,20170330,,1.0956,1.5,0.25,,1.0,0.01,,沪深300指数收益率*35%+恒生指数收益率(使用估值汇率折算)*35%+中证综合债券指数收益率*30%,L,股票型,契约型开放式,,20170623,20170623,O
8397,004457.OF,光大多策略智选,光大保德信基金,中国工商银行,混合型,20170516,,,20170413,,2.3303,1.2,0.25,,1.0,0.0001,,中债总全价指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20181116,20181116,O
8398,020022.OF,国泰策略价值,国泰基金,招商银行,混合型,20170516,,,20170516,,,1.5,0.25,,1.0,,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,,20170518,20170518,O
8399,004510.OF,九泰久盛量化先锋C,九泰基金,中国工商银行,混合型,20170516,,,,,,1.5,0.25,,1.0,,,沪深300指数收益率*80%+中国债券总指数收益率*20%,L,灵活配置型,契约型开放式,,20170516,20170516,O
8400,004535.OF,汇添富年年益C,汇添富基金,中国建设银行,混合型,20170515,,,20170413,,0.2914,0.9,0.25,,1.0,0.01,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20180515,20180515,O
8401,004676.OF,中信建投睿信C,中信建投基金,交通银行,混合型,20170515,,,,,,0.8,0.2,,1.0,,,年化收益率7%,L,灵活配置型,契约型开放式,,20170515,20170515,O
8402,002694.OF,中银新蓝筹,中银基金,中信银行,混合型,20170515,20210604,,20170406,,2.624,1.5,0.25,,1.0,0.1,,沪深300指数收益率*60%+中债综合指数收益率*40%,D,灵活配置型,契约型开放式,,20170619,20170619,O
8403,003841.OF,大成惠裕,大成基金,中国光大银行,债券型,20170515,,,20170221,,5.0003,0.3,0.1,,1.0,0.0001,,中债综合指数,L,债券型,契约型开放式,,20180515,20180515,O
8404,004534.OF,汇添富年年益A,汇添富基金,中国建设银行,混合型,20170515,,,20170413,,2.9486,0.9,0.25,,1.0,0.01,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,,20180515,20180515,O
8405,001746.OF,易方达瑞富E,易方达基金,浦发银行,混合型,20170512,,,20170508,,2.5014,0.6,0.1,,1.0,0.001,,中债新综合指数(财富)收益率*75%+沪深300指数收益率*25%,L,灵活配置型,契约型开放式,,20200716,20170811,O
